Size 5075 
 1.1989533e+08 1.1986446e+08-4.5173636e-04-4.5173636e-04 2.7983614e+08
 1.1991187e+08 1.1988600e+08-0.0000000e+00-0.0000000e+00 2.7986996e+08
 1.1998994e+08 1.1999508e+08-9.0457989e-04-9.0457989e-04 2.7994222e+08
 1.1799421e+08 1.2013637e+08-0.0000000e+00-0.0000000e+00 2.7944481e+08
 1.1868471e+08 1.1999540e+08-0.0000000e+00-0.0000000e+00 2.7966548e+08
 1.1892911e+08 1.2018496e+08-9.5459722e-04-9.5459722e-04 2.7973959e+08
 1.1881359e+08 1.2039775e+08-4.8082880e-04-4.8082880e-04 2.7965019e+08
 1.1903735e+08 1.2017296e+08-9.7241400e-04-9.7241400e-04 2.7956790e+08
 1.1919387e+08 1.2018964e+08-0.0000000e+00-0.0000000e+00 2.7957062e+08
 1.1907937e+08 1.1986434e+08-0.0000000e+00-0.0000000e+00 2.7935445e+08
 1.1916593e+08 1.2030991e+08-0.0000000e+00-0.0000000e+00 2.7949402e+08
 1.1922757e+08 1.2007792e+08-0.0000000e+00-0.0000000e+00 2.7931927e+08
 1.1918644e+08 1.1985686e+08-0.0000000e+00-0.0000000e+00 2.7914377e+08
 1.1926437e+08 1.1984123e+08-0.0000000e+00-0.0000000e+00 2.7909212e+08
 1.1926767e+08 1.1999159e+08-1.0363535e-03-1.0363535e-03 2.7914484e+08
 1.1937043e+08 1.1840809e+08-5.1684001e-04-5.1684001e-04 2.7861444e+08
 1.1934062e+08 1.1833007e+08-0.0000000e+00-0.0000000e+00 2.7854155e+08
 1.1936699e+08 1.1936116e+08-1.0269960e-03-1.0269960e-03 2.7897991e+08
 1.1943825e+08 1.1939380e+08-1.0223209e-03-1.0223209e-03 2.7916268e+08
 1.1959748e+08 1.1854557e+08-0.0000000e+00-0.0000000e+00 2.7910501e+08
 1.1935863e+08 1.2032796e+08-5.1278632e-04-5.1278632e-04 2.7958900e+08
 1.1977130e+08 1.1970868e+08-1.0250498e-03-1.0250498e-03 2.7955225e+08
 1.1971909e+08 1.1941627e+08-0.0000000e+00-0.0000000e+00 2.7946656e+08
 1.1957847e+08 1.1926333e+08-0.0000000e+00-0.0000000e+00 2.7921653e+08
 1.1951260e+08 1.1898562e+08-0.0000000e+00-0.0000000e+00 2.7897795e+08
 1.1943860e+08 1.1933241e+08-1.0474542e-03-1.0474542e-03 2.7890204e+08
 1.1950993e+08 1.1929564e+08-5.2852405e-04-5.2852405e-04 2.7893246e+08
 1.1960342e+08 1.1920335e+08-0.0000000e+00-0.0000000e+00 2.7895405e+08
 1.1958815e+08 1.1927838e+08-5.3897653e-04-5.3897653e-04 2.7899416e+08
 1.1976040e+08 1.1920645e+08-0.0000000e+00-0.0000000e+00 2.7908830e+08
 1.1986177e+08 1.1908743e+08-0.0000000e+00-0.0000000e+00 2.7919882e+08
 1.1982004e+08 1.1929486e+08-5.5258318e-04-5.5258318e-04 2.7932587e+08
 1.1983401e+08 1.1936799e+08-1.1179931e-03-1.1179931e-03 2.7937785e+08
 1.2004972e+08 1.1922417e+08-1.1280484e-03-1.1280484e-03 2.7942523e+08
 1.2004653e+08 1.1927378e+08-1.1397017e-03-1.1397017e-03 2.7946650e+08
 1.2046154e+08 1.1930294e+08-1.1479566e-03-1.1479566e-03 2.7988971e+08
 1.2058670e+08 1.1947789e+08-0.0000000e+00-0.0000000e+00 2.8022938e+08
 1.2105655e+08 1.1957934e+08-1.1642795e-03-1.1642795e-03 2.8072729e+08
 1.2084315e+08 1.1944121e+08-0.0000000e+00-0.0000000e+00 2.8062954e+08
 1.2019370e+08 1.2017704e+08-5.8563957e-04-5.8563957e-04 2.8064098e+08
 1.2020317e+08 1.2018141e+08-1.1716027e-03-1.1716027e-03 2.8066932e+08
 1.2014986e+08 1.2011908e+08-0.0000000e+00-0.0000000e+00 2.8052037e+08
 1.2006572e+08 1.2005297e+08-1.1722442e-03-1.1722442e-03 2.8037625e+08
 1.2003054e+08 1.2000126e+08-0.0000000e+00-0.0000000e+00 2.8026736e+08
 1.2002613e+08 1.2001743e+08-5.8645205e-04-5.8645205e-04 2.8027632e+08
 1.2003236e+08 1.2002789e+08-0.0000000e+00-0.0000000e+00 2.8032919e+08
 1.2003031e+08 1.2003226e+08-1.1735756e-03-1.1735756e-03 2.8035821e+08
 1.2003176e+08 1.2002898e+08-0.0000000e+00-0.0000000e+00 2.8036322e+08
 1.2006821e+08 1.2007232e+08-0.0000000e+00-0.0000000e+00 2.8043739e+08
 1.2005887e+08 1.2006379e+08-1.1744666e-03-1.1744666e-03 2.8046110e+08
 1.2007646e+08 1.2008289e+08-5.8738092e-04-5.8738092e-04 2.8049306e+08
 1.2006143e+08 1.2006335e+08-0.0000000e+00-0.0000000e+00 2.8050414e+08
 1.2005191e+08 1.2004140e+08-0.0000000e+00-0.0000000e+00 2.8051742e+08
 1.2016301e+08 1.2015291e+08-1.1748007e-03-1.1748007e-03 2.8077704e+08
 1.2028311e+08 1.2027321e+08-0.0000000e+00-0.0000000e+00 2.8105180e+08
 1.2040655e+08 1.2036925e+08-1.1741252e-03-1.1741252e-03 2.8137503e+08
 1.2042174e+08 1.2038315e+08-5.8668445e-04-5.8668445e-04 2.8140860e+08
 1.2041671e+08 1.2033164e+08-0.0000000e+00-0.0000000e+00 2.8141718e+08
 1.2042026e+08 1.2025982e+08-0.0000000e+00-0.0000000e+00 2.8142396e+08
 1.2058036e+08 1.2044025e+08-1.1702590e-03-1.1702590e-03 2.8180226e+08
 1.2071658e+08 1.2053748e+08-0.0000000e+00-0.0000000e+00 2.8211262e+08
 1.2089110e+08 1.2062349e+08-1.1660821e-03-1.1660821e-03 2.8249379e+08
 1.2091559e+08 1.2051280e+08-1.1637697e-03-1.1637697e-03 2.8249498e+08
 1.2110649e+08 1.2107422e+08-0.0000000e+00-0.0000000e+00 2.8272737e+08
 1.2110919e+08 1.2106983e+08-1.1643998e-03-1.1643998e-03 2.8273713e+08
 1.2116248e+08 1.2061947e+08-1.1729365e-03-1.1729365e-03 2.8260019e+08
 1.2092951e+08 1.2007397e+08-5.8442991e-04-5.8442991e-04 2.8228881e+08
 1.2111282e+08 1.2108155e+08-1.1690744e-03-1.1690744e-03 2.8265118e+08
 1.2110897e+08 1.2108079e+08-0.0000000e+00-0.0000000e+00 2.8266612e+08
 1.2113523e+08 1.2109852e+08-1.1696625e-03-1.1696625e-03 2.8269682e+08
 1.2112704e+08 1.2109547e+08-0.0000000e+00-0.0000000e+00 2.8271113e+08
 1.2113604e+08 1.2110249e+08-1.1705869e-03-1.1705869e-03 2.8273435e+08
 1.2117515e+08 1.2112436e+08-1.1709093e-03-1.1709093e-03 2.8277137e+08
 1.2119145e+08 1.2113228e+08-1.1712625e-03-1.1712625e-03 2.8279821e+08
 1.2116321e+08 1.2112653e+08-0.0000000e+00-0.0000000e+00 2.8280890e+08
 1.2116812e+08 1.2113168e+08-1.1722569e-03-1.1722569e-03 2.8283396e+08
 1.2123679e+08 1.2116147e+08-1.1726047e-03-1.1726047e-03 2.8288618e+08
 1.2138172e+08 1.2130205e+08-1.1728623e-03-1.1728623e-03 2.8322660e+08
 1.2141548e+08 1.2138874e+08-0.0000000e+00-0.0000000e+00 2.8347781e+08
 1.2186525e+08 1.2197418e+08-0.0000000e+00-0.0000000e+00 2.8391783e+08
 1.2184487e+08 1.2200161e+08-5.8804582e-04-5.8804582e-04 2.8394182e+08
 1.2176898e+08 1.2192975e+08-1.1794512e-03-1.1794512e-03 2.8395326e+08
 1.2175539e+08 1.2196504e+08-1.1832628e-03-1.1832628e-03 2.8400174e+08
 1.2171611e+08 1.2185802e+08-1.1879250e-03-1.1879250e-03 2.8397304e+08
 1.2168867e+08 1.2187356e+08-1.1932307e-03-1.1932307e-03 2.8398548e+08
 1.2173836e+08 1.2201142e+08-0.0000000e+00-0.0000000e+00 2.8405799e+08
 1.2185898e+08 1.2197957e+08-1.2003282e-03-1.2003282e-03 2.8408950e+08
 1.2185156e+08 1.2213657e+08-6.0130112e-04-6.0130112e-04 2.8415913e+08
 1.2181010e+08 1.2217746e+08-1.2052028e-03-1.2052028e-03 2.8420576e+08
 1.2164864e+08 1.2223206e+08-1.2083066e-03-1.2083066e-03 2.8419273e+08
 1.2156768e+08 1.2226362e+08-1.2115394e-03-1.2115394e-03 2.8419762e+08
 1.2155865e+08 1.2072391e+08-1.2096550e-03-1.2096550e-03 2.8377291e+08
 1.2153136e+08 1.2106425e+08-6.0317925e-04-6.0317925e-04 2.8389871e+08
 1.2199849e+08 1.2127530e+08-0.0000000e+00-0.0000000e+00 2.8413063e+08
 1.2163116e+08 1.2059054e+08-0.0000000e+00-0.0000000e+00 2.8393259e+08
 1.2291465e+08 1.2105612e+08-1.2215236e-03-1.2215236e-03 2.8449457e+08
 1.2169849e+08 1.2067184e+08-0.0000000e+00-0.0000000e+00 2.8410446e+08
 1.2170772e+08 1.2073398e+08-0.0000000e+00-0.0000000e+00 2.8419204e+08
 1.2167752e+08 1.2050989e+08-0.0000000e+00-0.0000000e+00 2.8392448e+08
 1.2155191e+08 1.2054876e+08-6.0981009e-04-6.0981009e-04 2.8380949e+08
 1.2165453e+08 1.2081745e+08-6.0961358e-04-6.0961358e-04 2.8400630e+08
 1.2156705e+08 1.2062971e+08-1.2161939e-03-1.2161939e-03 2.8397336e+08
 1.2161182e+08 1.2059569e+08-1.2121983e-03-1.2121983e-03 2.8402384e+08
 1.2168409e+08 1.2061145e+08-1.2087715e-03-1.2087715e-03 2.8410103e+08
 1.2173187e+08 1.2072434e+08-6.0383592e-04-6.0383592e-04 2.8416562e+08
 1.2176395e+08 1.2054355e+08-0.0000000e+00-0.0000000e+00 2.8408183e+08
 1.2181431e+08 1.2062643e+08-1.2076764e-03-1.2076764e-03 2.8419679e+08
 1.2186273e+08 1.2065759e+08-0.0000000e+00-0.0000000e+00 2.8426675e+08
 1.2187821e+08 1.2070510e+08-1.2114746e-03-1.2114746e-03 2.8433644e+08
 1.2193107e+08 1.2072610e+08-0.0000000e+00-0.0000000e+00 2.8440409e+08
 1.2198942e+08 1.2083951e+08-1.2180865e-03-1.2180865e-03 2.8459146e+08
 1.2212529e+08 1.2091902e+08-1.2221623e-03-1.2221623e-03 2.8483402e+08
 1.2213812e+08 1.2102785e+08-1.2283823e-03-1.2283823e-03 2.8494820e+08
 1.2220538e+08 1.2100295e+08-0.0000000e+00-0.0000000e+00 2.8500641e+08
 1.2218030e+08 1.2114262e+08-1.2435482e-03-1.2435482e-03 2.8509099e+08
 1.2225404e+08 1.2107767e+08-1.2527797e-03-1.2527797e-03 2.8513855e+08
 1.2230650e+08 1.2105662e+08-1.2562333e-03-1.2562333e-03 2.8519006e+08
 1.2222379e+08 1.2129329e+08-0.0000000e+00-0.0000000e+00 2.8529360e+08
 1.2224798e+08 1.2134761e+08-1.2765693e-03-1.2765693e-03 2.8536795e+08
 1.2231944e+08 1.2123186e+08-0.0000000e+00-0.0000000e+00 2.8539886e+08
 1.2219192e+08 1.2155120e+08-0.0000000e+00-0.0000000e+00 2.8550567e+08
 1.2222812e+08 1.2138521e+08-0.0000000e+00-0.0000000e+00 2.8551084e+08
 1.2249811e+08 1.2115917e+08-0.0000000e+00-0.0000000e+00 2.8556541e+08
 1.2217850e+08 1.2233034e+08-6.7096817e-04-6.7096817e-04 2.8590997e+08
 1.2223592e+08 1.2259796e+08-0.0000000e+00-0.0000000e+00 2.8611909e+08
 1.2232425e+08 1.2242189e+08-1.3563434e-03-1.3563434e-03 2.8620200e+08
 1.2239315e+08 1.2268150e+08-1.3618222e-03-1.3618222e-03 2.8644184e+08
 1.2249533e+08 1.2253153e+08-0.0000000e+00-0.0000000e+00 2.8657156e+08
 1.2255768e+08 1.2307205e+08-1.3722756e-03-1.3722756e-03 2.8689674e+08
 1.2266876e+08 1.2250187e+08-1.3788410e-03-1.3788410e-03 2.8686937e+08
 1.2275210e+08 1.2254179e+08-1.3835462e-03-1.3835462e-03 2.8705255e+08
 1.2292041e+08 1.2288707e+08-1.3870568e-03-1.3870568e-03 2.8754601e+08
 1.2323909e+08 1.2283457e+08-1.3926096e-03-1.3926096e-03 2.8807312e+08
 1.2347201e+08 1.2303788e+08-0.0000000e+00-0.0000000e+00 2.8861578e+08
 1.2376127e+08 1.2315663e+08-1.4009058e-03-1.4009058e-03 2.8918195e+08
 1.2418489e+08 1.2356150e+08-1.4039474e-03-1.4039474e-03 2.9017667e+08
 1.2352954e+08 1.2409820e+08-1.4227938e-03-1.4227938e-03 2.9026798e+08
 1.2432170e+08 1.2506545e+08-0.0000000e+00-0.0000000e+00 2.9093866e+08
 1.2450094e+08 1.2522896e+08-1.4275875e-03-1.4275875e-03 2.9124580e+08
 1.2492517e+08 1.2517457e+08-0.0000000e+00-0.0000000e+00 2.9149977e+08
 1.2516586e+08 1.2523168e+08-0.0000000e+00-0.0000000e+00 2.9180057e+08
 1.2466742e+08 1.2536836e+08-1.4273497e-03-1.4273497e-03 2.9176914e+08
 1.2508972e+08 1.2391978e+08-1.4273581e-03-1.4273581e-03 2.9180318e+08
 1.2492904e+08 1.2479108e+08-7.1798546e-04-7.1798546e-04 2.9215881e+08
 1.2591037e+08 1.2477688e+08-0.0000000e+00-0.0000000e+00 2.9375119e+08
 1.2597324e+08 1.2487924e+08-7.1986707e-04-7.1986707e-04 2.9395902e+08
 1.2570501e+08 1.2463178e+08-0.0000000e+00-0.0000000e+00 2.9356255e+08
 1.2574499e+08 1.2505027e+08-1.4393757e-03-1.4393757e-03 2.9362886e+08
 1.2489939e+08 1.2548856e+08-1.4414545e-03-1.4414545e-03 2.9248570e+08
 1.2526656e+08 1.2455986e+08-1.4424009e-03-1.4424009e-03 2.9265468e+08
 1.2539035e+08 1.2459901e+08-0.0000000e+00-0.0000000e+00 2.9290279e+08
 1.2555626e+08 1.2600060e+08-0.0000000e+00-0.0000000e+00 2.9344977e+08
 1.2554833e+08 1.2375700e+08-1.4636516e-03-1.4636516e-03 2.9274308e+08
 1.2555034e+08 1.2454264e+08-1.4635663e-03-1.4635663e-03 2.9308463e+08
 1.2573693e+08 1.2519364e+08-0.0000000e+00-0.0000000e+00 2.9386189e+08
 1.2604662e+08 1.2487074e+08-1.4645713e-03-1.4645713e-03 2.9405105e+08
 1.2641698e+08 1.2694803e+08-1.4647601e-03-1.4647601e-03 2.9536459e+08
 1.2609705e+08 1.2689665e+08-1.4692262e-03-1.4692262e-03 2.9543127e+08
 1.2638054e+08 1.2577345e+08-7.3755420e-04-7.3755420e-04 2.9527027e+08
 1.2645693e+08 1.2568659e+08-0.0000000e+00-0.0000000e+00 2.9535734e+08
 1.2650648e+08 1.2574536e+08-0.0000000e+00-0.0000000e+00 2.9550115e+08
 1.2602561e+08 1.2635025e+08-0.0000000e+00-0.0000000e+00 2.9527687e+08
 1.2583488e+08 1.2649098e+08-1.5058048e-03-1.5058048e-03 2.9467158e+08
 1.2543015e+08 1.2601572e+08-0.0000000e+00-0.0000000e+00 2.9364605e+08
 1.2555281e+08 1.2622928e+08-1.5166590e-03-1.5166590e-03 2.9389130e+08
 1.2645735e+08 1.2588758e+08-0.0000000e+00-0.0000000e+00 2.9414741e+08
 1.2589676e+08 1.2474132e+08-0.0000000e+00-0.0000000e+00 2.9367221e+08
 1.2530313e+08 1.2432762e+08-1.5117151e-03-1.5117151e-03 2.9259134e+08
 1.2494814e+08 1.2397426e+08-1.5135523e-03-1.5135523e-03 2.9172896e+08
 1.2442983e+08 1.2429227e+08-1.5292923e-03-1.5292923e-03 2.9113327e+08
 1.2471888e+08 1.2531727e+08-1.5299637e-03-1.5299637e-03 2.9186270e+08
 1.2502951e+08 1.2387134e+08-7.6544635e-04-7.6544635e-04 2.9174829e+08
 1.2506804e+08 1.2429689e+08-7.7085449e-04-7.7085449e-04 2.9204579e+08
 1.2523970e+08 1.2404345e+08-0.0000000e+00-0.0000000e+00 2.9205952e+08
 1.2520641e+08 1.2415251e+08-0.0000000e+00-0.0000000e+00 2.9225592e+08
 1.2542359e+08 1.2539111e+08-0.0000000e+00-0.0000000e+00 2.9275013e+08
 1.2539819e+08 1.2431046e+08-7.6982955e-04-7.6982955e-04 2.9267048e+08
 1.2543308e+08 1.2424597e+08-1.5601053e-03-1.5601053e-03 2.9282518e+08
 1.2520596e+08 1.2503554e+08-0.0000000e+00-0.0000000e+00 2.9307366e+08
 1.2566021e+08 1.2431325e+08-7.9599395e-04-7.9599395e-04 2.9300661e+08
 1.2501850e+08 1.2479030e+08-8.0703031e-04-8.0703031e-04 2.9286923e+08
 1.2567598e+08 1.2419314e+08-8.0997720e-04-8.0997720e-04 2.9285464e+08
 1.2565476e+08 1.2436134e+08-8.1270563e-04-8.1270563e-04 2.9295594e+08
 1.2568811e+08 1.2443528e+08-8.1374522e-04-8.1374522e-04 2.9304243e+08
 1.2567904e+08 1.2446010e+08-0.0000000e+00-0.0000000e+00 2.9310464e+08
 1.2572797e+08 1.2452613e+08-8.1536306e-04-8.1536306e-04 2.9325527e+08
 1.2577487e+08 1.2464931e+08-0.0000000e+00-0.0000000e+00 2.9356150e+08
 1.2598480e+08 1.2478779e+08-0.0000000e+00-0.0000000e+00 2.9388067e+08
 1.2604084e+08 1.2483854e+08-1.6297082e-03-1.6297082e-03 2.9402815e+08
 1.2613729e+08 1.2515262e+08-0.0000000e+00-0.0000000e+00 2.9451679e+08
 1.2627380e+08 1.2521003e+08-8.1439491e-04-8.1439491e-04 2.9474102e+08
 1.2637117e+08 1.2515573e+08-1.6280718e-03-1.6280718e-03 2.9480837e+08
 1.2805692e+08 1.2566995e+08-1.6266907e-03-1.6266907e-03 2.9552870e+08
 1.2643247e+08 1.2519140e+08-1.6256955e-03-1.6256955e-03 2.9494586e+08
 1.2632442e+08 1.2509040e+08-8.1218322e-04-8.1218322e-04 2.9470445e+08
 1.2613908e+08 1.2473761e+08-0.0000000e+00-0.0000000e+00 2.9429440e+08
 1.2600499e+08 1.2476311e+08-0.0000000e+00-0.0000000e+00 2.9407220e+08
 1.2609467e+08 1.2480445e+08-1.6129924e-03-1.6129924e-03 2.9414996e+08
 1.2609219e+08 1.2482956e+08-1.6098327e-03-1.6098327e-03 2.9419897e+08
 1.2594054e+08 1.2486424e+08-0.0000000e+00-0.0000000e+00 2.9420622e+08
 1.2596738e+08 1.2506603e+08-0.0000000e+00-0.0000000e+00 2.9429022e+08
 1.2618512e+08 1.2517422e+08-8.0056585e-04-8.0056585e-04 2.9458843e+08
 1.2614450e+08 1.2654263e+08-0.0000000e+00-0.0000000e+00 2.9507406e+08
 1.2646912e+08 1.2547674e+08-7.9980880e-04-7.9980880e-04 2.9527808e+08
 1.2633502e+08 1.2685799e+08-0.0000000e+00-0.0000000e+00 2.9597536e+08
 1.2766661e+08 1.2657553e+08-0.0000000e+00-0.0000000e+00 2.9663419e+08
 1.2673968e+08 1.2688104e+08-0.0000000e+00-0.0000000e+00 2.9662911e+08
 1.2661556e+08 1.2675144e+08-0.0000000e+00-0.0000000e+00 2.9681812e+08
 1.2838390e+08 1.2687849e+08-1.5994723e-03-1.5994723e-03 2.9762291e+08
 1.2874676e+08 1.2670973e+08-0.0000000e+00-0.0000000e+00 2.9771613e+08
 1.2739360e+08 1.2680349e+08-0.0000000e+00-0.0000000e+00 2.9738110e+08
 1.2736893e+08 1.2641201e+08-8.0165575e-04-8.0165575e-04 2.9730027e+08
 1.2755039e+08 1.2752167e+08-1.6036648e-03-1.6036648e-03 2.9770887e+08
 1.2726753e+08 1.2710676e+08-0.0000000e+00-0.0000000e+00 2.9752175e+08
 1.2732516e+08 1.2709860e+08-1.6081428e-03-1.6081428e-03 2.9755884e+08
 1.2737931e+08 1.2695384e+08-1.6073634e-03-1.6073634e-03 2.9757643e+08
 1.2720653e+08 1.2715533e+08-0.0000000e+00-0.0000000e+00 2.9760598e+08
 1.2804074e+08 1.2702179e+08-0.0000000e+00-0.0000000e+00 2.9786370e+08
 1.2757031e+08 1.2755387e+08-1.6178792e-03-1.6178792e-03 2.9790784e+08
 1.2759429e+08 1.2777881e+08-0.0000000e+00-0.0000000e+00 2.9800197e+08
 1.2717215e+08 1.2685861e+08-0.0000000e+00-0.0000000e+00 2.9763784e+08
 1.2755185e+08 1.2651526e+08-8.1578318e-04-8.1578318e-04 2.9770336e+08
 1.2720115e+08 1.2726258e+08-1.6498503e-03-1.6498503e-03 2.9785325e+08
 1.2761372e+08 1.2658446e+08-8.2432924e-04-8.2432924e-04 2.9782432e+08
 1.2765244e+08 1.2743557e+08-1.6539440e-03-1.6539440e-03 2.9810866e+08
 1.2670901e+08 1.2651456e+08-1.6721834e-03-1.6721834e-03 2.9758433e+08
 1.2774261e+08 1.2807566e+08-0.0000000e+00-0.0000000e+00 2.9838168e+08
 1.2769450e+08 1.2660366e+08-8.3951313e-04-8.3951313e-04 2.9798953e+08
 1.2758107e+08 1.2728415e+08-8.3564971e-04-8.3564971e-04 2.9819241e+08
 1.2775164e+08 1.2667328e+08-0.0000000e+00-0.0000000e+00 2.9811972e+08
 1.2784200e+08 1.2759467e+08-0.0000000e+00-0.0000000e+00 2.9876114e+08
 1.2814842e+08 1.2810913e+08-8.3258860e-04-8.3258860e-04 2.9914080e+08
 1.2812787e+08 1.2805582e+08-0.0000000e+00-0.0000000e+00 2.9942868e+08
 1.2822176e+08 1.2821154e+08-8.2961520e-04-8.2961520e-04 2.9953094e+08
 1.2825227e+08 1.2824723e+08-1.6584565e-03-1.6584565e-03 2.9957544e+08
 1.2830063e+08 1.2829475e+08-8.2919044e-04-8.2919044e-04 2.9962767e+08
 1.2838227e+08 1.2834875e+08-8.2934252e-04-8.2934252e-04 2.9969146e+08
 1.2837011e+08 1.2835605e+08-1.6591859e-03-1.6591859e-03 2.9971098e+08
 1.2839506e+08 1.2837764e+08-8.2988018e-04-8.2988018e-04 2.9974501e+08
 1.2844607e+08 1.2841064e+08-8.3014063e-04-8.3014063e-04 2.9979496e+08
 1.2844070e+08 1.2841843e+08-1.6608305e-03-1.6608305e-03 2.9981997e+08
 1.2845950e+08 1.2843536e+08-8.3066591e-04-8.3066591e-04 2.9985306e+08
 1.2840725e+08 1.2837751e+08-8.3085964e-04-8.3085964e-04 2.9969678e+08
 1.2833066e+08 1.2830333e+08-8.3105867e-04-8.3105867e-04 2.9953605e+08
 1.2750233e+08 1.2662370e+08-1.6642750e-03-1.6642750e-03 2.9775536e+08
 1.2776696e+08 1.2774385e+08-0.0000000e+00-0.0000000e+00 2.9818611e+08
 1.2785660e+08 1.2792067e+08-0.0000000e+00-0.0000000e+00 2.9828087e+08
 1.2824814e+08 1.2718933e+08-1.6784313e-03-1.6784313e-03 2.9820980e+08
 1.2770021e+08 1.2767330e+08-8.3936458e-04-8.3936458e-04 2.9804427e+08
 1.2764628e+08 1.2762623e+08-8.3943596e-04-8.3943596e-04 2.9790709e+08
 1.2733490e+08 1.2729165e+08-1.6814712e-03-1.6814712e-03 2.9757883e+08
 1.2761297e+08 1.2763331e+08-8.4170593e-04-8.4170593e-04 2.9764121e+08
 1.2730648e+08 1.2729594e+08-8.4287879e-04-8.4287879e-04 2.9735077e+08
 1.2737002e+08 1.2731514e+08-8.4300585e-04-8.4300585e-04 2.9728355e+08
 1.2733973e+08 1.2730214e+08-0.0000000e+00-0.0000000e+00 2.9718474e+08
 1.2720935e+08 1.2720360e+08-1.6865371e-03-1.6865371e-03 2.9703067e+08
 1.2721600e+08 1.2714991e+08-8.4333203e-04-8.4333203e-04 2.9690369e+08
 1.2704538e+08 1.2599655e+08-1.6861415e-03-1.6861415e-03 2.9659622e+08
 1.2704202e+08 1.2581429e+08-0.0000000e+00-0.0000000e+00 2.9661756e+08
 1.2803703e+08 1.2666596e+08-0.0000000e+00-0.0000000e+00 2.9720547e+08
 1.2773445e+08 1.2778397e+08-0.0000000e+00-0.0000000e+00 2.9746948e+08
 1.2814190e+08 1.2702976e+08-1.6881677e-03-1.6881677e-03 2.9745748e+08
 1.2740655e+08 1.2733003e+08-0.0000000e+00-0.0000000e+00 2.9734376e+08
 1.2744767e+08 1.2757215e+08-1.6930872e-03-1.6930872e-03 2.9728401e+08
 1.2683638e+08 1.2580010e+08-1.6903358e-03-1.6903358e-03 2.9614418e+08
 1.2642093e+08 1.2716797e+08-0.0000000e+00-0.0000000e+00 2.9624854e+08
 1.2697802e+08 1.2690120e+08-0.0000000e+00-0.0000000e+00 2.9635318e+08
 1.2723019e+08 1.2732135e+08-0.0000000e+00-0.0000000e+00 2.9657433e+08
 1.2728400e+08 1.2729219e+08-0.0000000e+00-0.0000000e+00 2.9659730e+08
 1.2702177e+08 1.2700400e+08-1.7057543e-03-1.7057543e-03 2.9644681e+08
 1.2677012e+08 1.2676426e+08-1.7059347e-03-1.7059347e-03 2.9631467e+08
 1.2681431e+08 1.2681113e+08-0.0000000e+00-0.0000000e+00 2.9635706e+08
 1.2698602e+08 1.2691215e+08-0.0000000e+00-0.0000000e+00 2.9635358e+08
 1.2692887e+08 1.2685471e+08-0.0000000e+00-0.0000000e+00 2.9625027e+08
 1.2686514e+08 1.2679548e+08-8.5342723e-04-8.5342723e-04 2.9611527e+08
 1.2665879e+08 1.2531226e+08-0.0000000e+00-0.0000000e+00 2.9567414e+08
 1.2602038e+08 1.2679179e+08-0.0000000e+00-0.0000000e+00 2.9596825e+08
 1.2703853e+08 1.2601208e+08-8.6128962e-04-8.6128962e-04 2.9651891e+08
 1.2713702e+08 1.2707337e+08-1.7227391e-03-1.7227391e-03 2.9676528e+08
 1.2682193e+08 1.2571514e+08-1.7224460e-03-1.7224460e-03 2.9594142e+08
 1.2661903e+08 1.2569069e+08-1.7219410e-03-1.7219410e-03 2.9554876e+08
 1.2604197e+08 1.2484946e+08-1.7219325e-03-1.7219325e-03 2.9409658e+08
 1.2587505e+08 1.2575615e+08-1.7216097e-03-1.7216097e-03 2.9416212e+08
 1.2582869e+08 1.2581867e+08-1.7216402e-03-1.7216402e-03 2.9399324e+08
 1.2582538e+08 1.2581543e+08-1.7217608e-03-1.7217608e-03 2.9387774e+08
 1.2581293e+08 1.2577422e+08-1.7218694e-03-1.7218694e-03 2.9375691e+08
 1.2579957e+08 1.2574156e+08-0.0000000e+00-0.0000000e+00 2.9367915e+08
 1.2577410e+08 1.2574560e+08-0.0000000e+00-0.0000000e+00 2.9369383e+08
 1.2573479e+08 1.2573065e+08-0.0000000e+00-0.0000000e+00 2.9370206e+08
 1.2568500e+08 1.2565164e+08-0.0000000e+00-0.0000000e+00 2.9369138e+08
 1.2601155e+08 1.2528702e+08-8.6307407e-04-8.6307407e-04 2.9370611e+08
 1.2580407e+08 1.2463414e+08-0.0000000e+00-0.0000000e+00 2.9355031e+08
 1.2583334e+08 1.2481558e+08-0.0000000e+00-0.0000000e+00 2.9367408e+08
 1.2567723e+08 1.2544513e+08-0.0000000e+00-0.0000000e+00 2.9367559e+08
 1.2582004e+08 1.2575368e+08-8.6234775e-04-8.6234775e-04 2.9370749e+08
 1.2576629e+08 1.2571821e+08-8.6244053e-04-8.6244053e-04 2.9360375e+08
 1.2659416e+08 1.2556669e+08-8.6042827e-04-8.6042827e-04 2.9389780e+08
 1.2581698e+08 1.2577803e+08-8.6052932e-04-8.6052932e-04 2.9374407e+08
 1.2578424e+08 1.2577392e+08-8.6064885e-04-8.6064885e-04 2.9375170e+08
 1.2585930e+08 1.2462844e+08-0.0000000e+00-0.0000000e+00 2.9363844e+08
 1.2593008e+08 1.2591058e+08-8.6076034e-04-8.6076034e-04 2.9406093e+08
 1.2589453e+08 1.2475969e+08-8.6070418e-04-8.6070418e-04 2.9377165e+08
 1.2580692e+08 1.2580688e+08-8.6076774e-04-8.6076774e-04 2.9391122e+08
 1.2574664e+08 1.2574810e+08-8.6086642e-04-8.6086642e-04 2.9373403e+08
